"analog_libid","analog_name","drug_ccmsid","analog_mgf_scan","chemical_source","cleanup_name","broad_pert_iname","Kine_FDA_drug_class","Kine_broad_disease_area","Kine_broad_indication","Kine_broad_moa","inchikey"
"CCMSLIB00012725448","related spectra of 'erythromycin (Delta Mass:3.995)'","CCMSLIB00010149749|CCMSLIB00010149750|CCMSLIB00010149751|CCMSLIB00010149752|CCMSLIB00010149753|CCMSLIB00010149754|CCMSLIB00010149755|CCMSLIB00010149756|CCMSLIB00010149757|CCMSLIB00010149758|CCMSLIB00010149759|CCMSLIB00010149760|CCMSLIB00010149761",3088,"Drug_suspect","erythromycin","erythromycin","macrolide antimicrobial","infectious disease","listeria|respiratory tract infections|skin infections|syphilis|amebiasis|pelvic inflammatory disease|chlamydia|diphtheria|erythrasma","protein synthesis inhibition by binding to 50S ribosomal subunit","ULGZDMOVFRHVEP-RWJQBGPGSA-N"
"CCMSLIB00012725449","related spectra of 'erythromycin (Delta Mass:14.016)'","CCMSLIB00010149749|CCMSLIB00010149750|CCMSLIB00010149751|CCMSLIB00010149752|CCMSLIB00010149753|CCMSLIB00010149754|CCMSLIB00010149755|CCMSLIB00010149756|CCMSLIB00010149757|CCMSLIB00010149758|CCMSLIB00010149759|CCMSLIB00010149760|CCMSLIB00010149761",3089,"Drug_suspect","erythromycin","erythromycin","macrolide antimicrobial","infectious disease","listeria|respiratory tract infections|skin infections|syphilis|amebiasis|pelvic inflammatory disease|chlamydia|diphtheria|erythrasma","protein synthesis inhibition by binding to 50S ribosomal subunit","ULGZDMOVFRHVEP-RWJQBGPGSA-N"
"CCMSLIB00012725450","related spectra of 'erythromycin (Delta Mass:28.031)'","CCMSLIB00010149749|CCMSLIB00010149750|CCMSLIB00010149751|CCMSLIB00010149752|CCMSLIB00010149753|CCMSLIB00010149754|CCMSLIB00010149755|CCMSLIB00010149756|CCMSLIB00010149757|CCMSLIB00010149758|CCMSLIB00010149759|CCMSLIB00010149760|CCMSLIB00010149761",3090,"Drug_suspect","erythromycin","erythromycin","macrolide antimicrobial","infectious disease","listeria|respiratory tract infections|skin infections|syphilis|amebiasis|pelvic inflammatory disease|chlamydia|diphtheria|erythrasma","protein synthesis inhibition by binding to 50S ribosomal subunit","ULGZDMOVFRHVEP-RWJQBGPGSA-N"
"CCMSLIB00012725451","related spectra of 'erythromycin (Delta Mass:31.99)'","CCMSLIB00010149749|CCMSLIB00010149750|CCMSLIB00010149751|CCMSLIB00010149752|CCMSLIB00010149753|CCMSLIB00010149754|CCMSLIB00010149755|CCMSLIB00010149756|CCMSLIB00010149757|CCMSLIB00010149758|CCMSLIB00010149759|CCMSLIB00010149760|CCMSLIB00010149761",3091,"Drug_suspect","erythromycin","erythromycin","macrolide antimicrobial","infectious disease","listeria|respiratory tract infections|skin infections|syphilis|amebiasis|pelvic inflammatory disease|chlamydia|diphtheria|erythrasma","protein synthesis inhibition by binding to 50S ribosomal subunit","ULGZDMOVFRHVEP-RWJQBGPGSA-N"
"CCMSLIB00012725452","related spectra of 'erythromycin (Delta Mass:61.053)'","CCMSLIB00010149749|CCMSLIB00010149750|CCMSLIB00010149751|CCMSLIB00010149752|CCMSLIB00010149753|CCMSLIB00010149754|CCMSLIB00010149755|CCMSLIB00010149756|CCMSLIB00010149757|CCMSLIB00010149758|CCMSLIB00010149759|CCMSLIB00010149760|CCMSLIB00010149761",3092,"Drug_suspect","erythromycin","erythromycin","macrolide antimicrobial","infectious disease","listeria|respiratory tract infections|skin infections|syphilis|amebiasis|pelvic inflammatory disease|chlamydia|diphtheria|erythrasma","protein synthesis inhibition by binding to 50S ribosomal subunit","ULGZDMOVFRHVEP-RWJQBGPGSA-N"
"CCMSLIB00012725453","related spectra of 'famotidine (Delta Mass:15.995)'","CCMSLIB00010131234|CCMSLIB00010131235|CCMSLIB00010131236|CCMSLIB00010131237|CCMSLIB00010131238",3093,"Drug_suspect","famotidine","famotidine","histamine-2 (H2) receptor antagonist","gastroenterology","heartburn|gastroesophageal reflux disease (GERD)|Zollinger-Ellison syndrome|gastric ulcers","histamine receptor antagonist","XUFQPHANEAPEMJ-UHFFFAOYSA-N"
"CCMSLIB00012725454","related spectra of 'fenbendazole (Delta Mass:15.995)'","CCMSLIB00010140535|CCMSLIB00010140536|CCMSLIB00010140537|CCMSLIB00010140538|CCMSLIB00010140539",3094,"Drug_suspect","fenbendazole","fenbendazole","anthelminticveterinary","infectious disease","gastrointestinal parasites|gastrointestinal roundworms","tubulin polymerization inhibitor","HDDSHPAODJUKPD-UHFFFAOYSA-N"
"CCMSLIB00012725455","related spectra of 'fenbendazole (Delta Mass:31.99)'","CCMSLIB00010140535|CCMSLIB00010140536|CCMSLIB00010140537|CCMSLIB00010140538|CCMSLIB00010140539",3095,"Drug_suspect","fenbendazole","fenbendazole","anthelminticveterinary","infectious disease","gastrointestinal parasites|gastrointestinal roundworms","tubulin polymerization inhibitor","HDDSHPAODJUKPD-UHFFFAOYSA-N"
"CCMSLIB00012725456","related spectra of 'fenbendazole (Delta Mass:79.957)'","CCMSLIB00010140535|CCMSLIB00010140536|CCMSLIB00010140537|CCMSLIB00010140538|CCMSLIB00010140539",3096,"Drug_suspect","fenbendazole","fenbendazole","anthelminticveterinary","infectious disease","gastrointestinal parasites|gastrointestinal roundworms","tubulin polymerization inhibitor","HDDSHPAODJUKPD-UHFFFAOYSA-N"
"CCMSLIB00012725459","related spectra of 'galanthamine (Delta Mass:14.016)'","CCMSLIB00006392980|CCMSLIB00006392981|CCMSLIB00006393027|CCMSLIB00006393074|CCMSLIB00006393120|CCMSLIB00006393121|CCMSLIB00006393168|CCMSLIB00006393169|CCMSLIB00006393216|CCMSLIB00006393217|CCMSLIB00006393263|CCMSLIB00006393264|CCMSLIB00006393308|CCMSLIB00006393309|CCMSLIB00006393356|CCMSLIB00006393357|CCMSLIB00006393401|CCMSLIB00006393402|CCMSLIB00006393448|CCMSLIB00006393449|CCMSLIB00006393495|CCMSLIB00006393496|CCMSLIB00006393541|CCMSLIB00006393542|CCMSLIB00006393587|CCMSLIB00006393588|CCMSLIB00006393632|CCMSLIB00006393633|CCMSLIB00006393678|CCMSLIB00006393679|CCMSLIB00006393721|CCMSLIB00006393722|CCMSLIB00006393765|CCMSLIB00006393766|CCMSLIB00006393808|CCMSLIB00006393809|CCMSLIB00006393855|CCMSLIB00006393856|CCMSLIB00006562483|CCMSLIB00006562507|CCMSLIB00006562531|CCMSLIB00006562555|CCMSLIB00006562579|CCMSLIB00006562587|CCMSLIB00006562611|CCMSLIB00006562635|CCMSLIB00006562659|CCMSLIB00006562683|CCMSLIB00006562691|CCMSLIB00006562715|CCMSLIB00006562739|CCMSLIB00006562763|CCMSLIB00006562787|CCMSLIB00006562795|CCMSLIB00006562819|CCMSLIB00006562843|CCMSLIB00006562867|CCMSLIB00006562891|CCMSLIB00006562899|CCMSLIB00006562923|CCMSLIB00006562947|CCMSLIB00006562971|CCMSLIB00006562996|CCMSLIB00006563004|CCMSLIB00006563028|CCMSLIB00006563052|CCMSLIB00006563076|CCMSLIB00006563100|CCMSLIB00006563108|CCMSLIB00006563132|CCMSLIB00006563156|CCMSLIB00006563180|CCMSLIB00006563204|CCMSLIB00006563212|CCMSLIB00006563236|CCMSLIB00006563260|CCMSLIB00006563284|CCMSLIB00006563308|CCMSLIB00006563316|CCMSLIB00006563340|CCMSLIB00006563364|CCMSLIB00006563388|CCMSLIB00006563412|CCMSLIB00006563420|CCMSLIB00006563444|CCMSLIB00006563468|CCMSLIB00006563492|CCMSLIB00006563516|CCMSLIB00010140160|CCMSLIB00010140161|CCMSLIB00010140162|CCMSLIB00010140163|CCMSLIB00010140164|CCMSLIB00010140165|CCMSLIB00010140166|CCMSLIB00010140167|CCMSLIB00010142804|CCMSLIB00010142805|CCMSLIB00010142806|CCMSLIB00010142807|CCMSLIB00010142808",3099,"Drug_suspect","galantamine|galanthamine","galantamine","cholinesterase inhibitor","neurology/psychiatry","senile dementia","acetylcholinesterase inhibitor","ASUTZQLVASHGKV-JDFRZJQESA-N"
"CCMSLIB00012725460","related spectra of 'glipizide (Delta Mass:-2.016)'","CCMSLIB00010148879|CCMSLIB00010148880|CCMSLIB00010148881|CCMSLIB00010148882|CCMSLIB00010148883|CCMSLIB00010148884|CCMSLIB00010148885|CCMSLIB00010148886",3100,"Drug_suspect","glipizide","glipizide","sulfonylurea","endocrinology","type 2 diabetes mellitus","insulin secretagogue","ZJJXGWJIGJFDTL-UHFFFAOYSA-N"
"CCMSLIB00012725461","related spectra of 'glipizide (Delta Mass:15.995)'","CCMSLIB00010148879|CCMSLIB00010148880|CCMSLIB00010148881|CCMSLIB00010148882|CCMSLIB00010148883|CCMSLIB00010148884|CCMSLIB00010148885|CCMSLIB00010148886",3101,"Drug_suspect","glipizide","glipizide","sulfonylurea","endocrinology","type 2 diabetes mellitus","insulin secretagogue","ZJJXGWJIGJFDTL-UHFFFAOYSA-N"
"CCMSLIB00012725462","related spectra of 'hydrocortisone hemisuccinate (Delta Mass:-18.011)'","CCMSLIB00010133124|CCMSLIB00010133125|CCMSLIB00010133126|CCMSLIB00010133127|CCMSLIB00010133128",3102,"Drug_suspect","hydrocortisone hemisuccinate","hydrocortisone-hemisuccinate","corticosteroid","endocrinology|rheumatology|allergy|gastroenterology|dermatology|pulmonary|ophtalmology","allergic reaction|rheumatoid arthritis|gastrointestinal disease|dermatologic disease|ophthalmic disease|respiratory disease","glucocorticoid receptor agonist","VWQWXZAWFPZJDA-CGVGKPPMSA-N"
"CCMSLIB00012725463","related spectra of 'hydroxychloroquine (Delta Mass:-28.031)'","CCMSLIB00010138313|CCMSLIB00010138314|CCMSLIB00010138315|CCMSLIB00010138316|CCMSLIB00010138317|CCMSLIB00010138318|CCMSLIB00010138319|CCMSLIB00010138320",3103,"Drug_suspect","hydroxychloroquine","hydroxychloroquine","antirheumatic|antimalarial","infectious disease|rheumatology","malaria|rheumatoid arthritis|lupus","antimalarial agent","XXSMGPRMXLTPCZ-UHFFFAOYSA-N"
"CCMSLIB00012725464","related spectra of 'hydroxychloroquine (Delta Mass:13.98)'","CCMSLIB00010138313|CCMSLIB00010138314|CCMSLIB00010138315|CCMSLIB00010138316|CCMSLIB00010138317|CCMSLIB00010138318|CCMSLIB00010138319|CCMSLIB00010138320",3104,"Drug_suspect","hydroxychloroquine","hydroxychloroquine","antirheumatic|antimalarial","infectious disease|rheumatology","malaria|rheumatoid arthritis|lupus","antimalarial agent","XXSMGPRMXLTPCZ-UHFFFAOYSA-N"
"CCMSLIB00012725465","related spectra of 'irbesartan (Delta Mass:-28.031)'","CCMSLIB00010131632|CCMSLIB00010131633|CCMSLIB00010131634|CCMSLIB00010131635|CCMSLIB00010131636|CCMSLIB00010131637|CCMSLIB00010131638|CCMSLIB00010131639",3105,"Drug_suspect","irbesartan","irbesartan","angiotensin II receptor blocker","cardiology|nephrology","hypertension|congestive heart failure|chronic kidney disease|diabetic nephropaty","angiotensin receptor antagonist","YOSHYTLCDANDAN-UHFFFAOYSA-N"
"CCMSLIB00012725466","related spectra of 'irbesartan (Delta Mass:-2.016)'","CCMSLIB00010131632|CCMSLIB00010131633|CCMSLIB00010131634|CCMSLIB00010131635|CCMSLIB00010131636|CCMSLIB00010131637|CCMSLIB00010131638|CCMSLIB00010131639",3106,"Drug_suspect","irbesartan","irbesartan","angiotensin II receptor blocker","cardiology|nephrology","hypertension|congestive heart failure|chronic kidney disease|diabetic nephropaty","angiotensin receptor antagonist","YOSHYTLCDANDAN-UHFFFAOYSA-N"
"CCMSLIB00012725467","related spectra of 'irbesartan (Delta Mass:13.98)'","CCMSLIB00010131632|CCMSLIB00010131633|CCMSLIB00010131634|CCMSLIB00010131635|CCMSLIB00010131636|CCMSLIB00010131637|CCMSLIB00010131638|CCMSLIB00010131639",3107,"Drug_suspect","irbesartan","irbesartan","angiotensin II receptor blocker","cardiology|nephrology","hypertension|congestive heart failure|chronic kidney disease|diabetic nephropaty","angiotensin receptor antagonist","YOSHYTLCDANDAN-UHFFFAOYSA-N"
"CCMSLIB00012725468","related spectra of 'irbesartan (Delta Mass:15.995)'","CCMSLIB00010131632|CCMSLIB00010131633|CCMSLIB00010131634|CCMSLIB00010131635|CCMSLIB00010131636|CCMSLIB00010131637|CCMSLIB00010131638|CCMSLIB00010131639",3108,"Drug_suspect","irbesartan","irbesartan","angiotensin II receptor blocker","cardiology|nephrology","hypertension|congestive heart failure|chronic kidney disease|diabetic nephropaty","angiotensin receptor antagonist","YOSHYTLCDANDAN-UHFFFAOYSA-N"
"CCMSLIB00012725469","related spectra of 'irbesartan (Delta Mass:29.974)'","CCMSLIB00010131632|CCMSLIB00010131633|CCMSLIB00010131634|CCMSLIB00010131635|CCMSLIB00010131636|CCMSLIB00010131637|CCMSLIB00010131638|CCMSLIB00010131639",3109,"Drug_suspect","irbesartan","irbesartan","angiotensin II receptor blocker","cardiology|nephrology","hypertension|congestive heart failure|chronic kidney disease|diabetic nephropaty","angiotensin receptor antagonist","YOSHYTLCDANDAN-UHFFFAOYSA-N"
"CCMSLIB00012725470","related spectra of 'irbesartan (Delta Mass:31.99)'","CCMSLIB00010131632|CCMSLIB00010131633|CCMSLIB00010131634|CCMSLIB00010131635|CCMSLIB00010131636|CCMSLIB00010131637|CCMSLIB00010131638|CCMSLIB00010131639",3110,"Drug_suspect","irbesartan","irbesartan","angiotensin II receptor blocker","cardiology|nephrology","hypertension|congestive heart failure|chronic kidney disease|diabetic nephropaty","angiotensin receptor antagonist","YOSHYTLCDANDAN-UHFFFAOYSA-N"
"CCMSLIB00012725471","related spectra of 'lasalocid (Delta Mass:-43.99)'","CCMSLIB00010139447|CCMSLIB00010139448|CCMSLIB00010139449|CCMSLIB00010139450|CCMSLIB00010139451|CCMSLIB00010139452|CCMSLIB00010139453|CCMSLIB00010139454|CCMSLIB00010139455|CCMSLIB00010139456|CCMSLIB00010139457|CCMSLIB00010139458|CCMSLIB00010139459|CCMSLIB00010139460|CCMSLIB00010139461|CCMSLIB00010139462|CCMSLIB00010139463|CCMSLIB00010139464|CCMSLIB00010139465|CCMSLIB00010139466|CCMSLIB00010148179|CCMSLIB00010148180|CCMSLIB00010148181|CCMSLIB00010148182|CCMSLIB00010148183|CCMSLIB00010148184|CCMSLIB00010148185|CCMSLIB00010148186|CCMSLIB00010148187|CCMSLIB00010148188|CCMSLIB00010148189|CCMSLIB00010148190|CCMSLIB00010148191|CCMSLIB00010148192|CCMSLIB00010148193|CCMSLIB00010148194|CCMSLIB00010148195|CCMSLIB00010148196|CCMSLIB00010148197|CCMSLIB00010148198|CCMSLIB00010148199|CCMSLIB00010148200|CCMSLIB00010148201|CCMSLIB00010148202|CCMSLIB00010148203|CCMSLIB00010148204|CCMSLIB00010148205|CCMSLIB00010148206",3111,"Drug_suspect","lasalocid","lasalocid","other antibiotic|veterinary","infectious disease","coccidiosis","bacterial permeability inducer","BBMULGJBVDDDNI-OWKLGTHSSA-N"
"CCMSLIB00012725472","related spectra of 'lasalocid (Delta Mass:-29.975)'","CCMSLIB00010139447|CCMSLIB00010139448|CCMSLIB00010139449|CCMSLIB00010139450|CCMSLIB00010139451|CCMSLIB00010139452|CCMSLIB00010139453|CCMSLIB00010139454|CCMSLIB00010139455|CCMSLIB00010139456|CCMSLIB00010139457|CCMSLIB00010139458|CCMSLIB00010139459|CCMSLIB00010139460|CCMSLIB00010139461|CCMSLIB00010139462|CCMSLIB00010139463|CCMSLIB00010139464|CCMSLIB00010139465|CCMSLIB00010139466|CCMSLIB00010148179|CCMSLIB00010148180|CCMSLIB00010148181|CCMSLIB00010148182|CCMSLIB00010148183|CCMSLIB00010148184|CCMSLIB00010148185|CCMSLIB00010148186|CCMSLIB00010148187|CCMSLIB00010148188|CCMSLIB00010148189|CCMSLIB00010148190|CCMSLIB00010148191|CCMSLIB00010148192|CCMSLIB00010148193|CCMSLIB00010148194|CCMSLIB00010148195|CCMSLIB00010148196|CCMSLIB00010148197|CCMSLIB00010148198|CCMSLIB00010148199|CCMSLIB00010148200|CCMSLIB00010148201|CCMSLIB00010148202|CCMSLIB00010148203|CCMSLIB00010148204|CCMSLIB00010148205|CCMSLIB00010148206",3112,"Drug_suspect","lasalocid","lasalocid","other antibiotic|veterinary","infectious disease","coccidiosis","bacterial permeability inducer","BBMULGJBVDDDNI-OWKLGTHSSA-N"
"CCMSLIB00012725473","related spectra of 'lasalocid (Delta Mass:15.995)'","CCMSLIB00010139447|CCMSLIB00010139448|CCMSLIB00010139449|CCMSLIB00010139450|CCMSLIB00010139451|CCMSLIB00010139452|CCMSLIB00010139453|CCMSLIB00010139454|CCMSLIB00010139455|CCMSLIB00010139456|CCMSLIB00010139457|CCMSLIB00010139458|CCMSLIB00010139459|CCMSLIB00010139460|CCMSLIB00010139461|CCMSLIB00010139462|CCMSLIB00010139463|CCMSLIB00010139464|CCMSLIB00010139465|CCMSLIB00010139466|CCMSLIB00010148179|CCMSLIB00010148180|CCMSLIB00010148181|CCMSLIB00010148182|CCMSLIB00010148183|CCMSLIB00010148184|CCMSLIB00010148185|CCMSLIB00010148186|CCMSLIB00010148187|CCMSLIB00010148188|CCMSLIB00010148189|CCMSLIB00010148190|CCMSLIB00010148191|CCMSLIB00010148192|CCMSLIB00010148193|CCMSLIB00010148194|CCMSLIB00010148195|CCMSLIB00010148196|CCMSLIB00010148197|CCMSLIB00010148198|CCMSLIB00010148199|CCMSLIB00010148200|CCMSLIB00010148201|CCMSLIB00010148202|CCMSLIB00010148203|CCMSLIB00010148204|CCMSLIB00010148205|CCMSLIB00010148206",3113,"Drug_suspect","lasalocid","lasalocid","other antibiotic|veterinary","infectious disease","coccidiosis","bacterial permeability inducer","BBMULGJBVDDDNI-OWKLGTHSSA-N"
"CCMSLIB00012725474","related spectra of 'lasalocid (Delta Mass:28.031)'","CCMSLIB00010139447|CCMSLIB00010139448|CCMSLIB00010139449|CCMSLIB00010139450|CCMSLIB00010139451|CCMSLIB00010139452|CCMSLIB00010139453|CCMSLIB00010139454|CCMSLIB00010139455|CCMSLIB00010139456|CCMSLIB00010139457|CCMSLIB00010139458|CCMSLIB00010139459|CCMSLIB00010139460|CCMSLIB00010139461|CCMSLIB00010139462|CCMSLIB00010139463|CCMSLIB00010139464|CCMSLIB00010139465|CCMSLIB00010139466|CCMSLIB00010148179|CCMSLIB00010148180|CCMSLIB00010148181|CCMSLIB00010148182|CCMSLIB00010148183|CCMSLIB00010148184|CCMSLIB00010148185|CCMSLIB00010148186|CCMSLIB00010148187|CCMSLIB00010148188|CCMSLIB00010148189|CCMSLIB00010148190|CCMSLIB00010148191|CCMSLIB00010148192|CCMSLIB00010148193|CCMSLIB00010148194|CCMSLIB00010148195|CCMSLIB00010148196|CCMSLIB00010148197|CCMSLIB00010148198|CCMSLIB00010148199|CCMSLIB00010148200|CCMSLIB00010148201|CCMSLIB00010148202|CCMSLIB00010148203|CCMSLIB00010148204|CCMSLIB00010148205|CCMSLIB00010148206",3114,"Drug_suspect","lasalocid","lasalocid","other antibiotic|veterinary","infectious disease","coccidiosis","bacterial permeability inducer","BBMULGJBVDDDNI-OWKLGTHSSA-N"
"CCMSLIB00012725475","related spectra of 'lasalocid (Delta Mass:30.01)'","CCMSLIB00010139447|CCMSLIB00010139448|CCMSLIB00010139449|CCMSLIB00010139450|CCMSLIB00010139451|CCMSLIB00010139452|CCMSLIB00010139453|CCMSLIB00010139454|CCMSLIB00010139455|CCMSLIB00010139456|CCMSLIB00010139457|CCMSLIB00010139458|CCMSLIB00010139459|CCMSLIB00010139460|CCMSLIB00010139461|CCMSLIB00010139462|CCMSLIB00010139463|CCMSLIB00010139464|CCMSLIB00010139465|CCMSLIB00010139466|CCMSLIB00010148179|CCMSLIB00010148180|CCMSLIB00010148181|CCMSLIB00010148182|CCMSLIB00010148183|CCMSLIB00010148184|CCMSLIB00010148185|CCMSLIB00010148186|CCMSLIB00010148187|CCMSLIB00010148188|CCMSLIB00010148189|CCMSLIB00010148190|CCMSLIB00010148191|CCMSLIB00010148192|CCMSLIB00010148193|CCMSLIB00010148194|CCMSLIB00010148195|CCMSLIB00010148196|CCMSLIB00010148197|CCMSLIB00010148198|CCMSLIB00010148199|CCMSLIB00010148200|CCMSLIB00010148201|CCMSLIB00010148202|CCMSLIB00010148203|CCMSLIB00010148204|CCMSLIB00010148205|CCMSLIB00010148206",3115,"Drug_suspect","lasalocid","lasalocid","other antibiotic|veterinary","infectious disease","coccidiosis","bacterial permeability inducer","BBMULGJBVDDDNI-OWKLGTHSSA-N"
"CCMSLIB00012725476","related spectra of 'lincomycin (Delta Mass:-29.994)'","CCMSLIB00010138460|CCMSLIB00010138461|CCMSLIB00010138462|CCMSLIB00010138463|CCMSLIB00010138464|CCMSLIB00010138465|CCMSLIB00010138466|CCMSLIB00010138467",3116,"Drug_suspect","lincomycin","lincomycin","lincosamide antibacterial","infectious disease","gram-positive bacterial infections","protein synthesis inhibitor by binding 50S ribosomal subunit","OJMMVQQUTAEWLP-KIDUDLJLSA-N"
"CCMSLIB00012725477","related spectra of 'lincomycin (Delta Mass:-14.016)'","CCMSLIB00010138460|CCMSLIB00010138461|CCMSLIB00010138462|CCMSLIB00010138463|CCMSLIB00010138464|CCMSLIB00010138465|CCMSLIB00010138466|CCMSLIB00010138467",3117,"Drug_suspect","lincomycin","lincomycin","lincosamide antibacterial","infectious disease","gram-positive bacterial infections","protein synthesis inhibitor by binding 50S ribosomal subunit","OJMMVQQUTAEWLP-KIDUDLJLSA-N"
"CCMSLIB00012725478","related spectra of 'lincomycin (Delta Mass:15.995)'","CCMSLIB00010138460|CCMSLIB00010138461|CCMSLIB00010138462|CCMSLIB00010138463|CCMSLIB00010138464|CCMSLIB00010138465|CCMSLIB00010138466|CCMSLIB00010138467",3118,"Drug_suspect","lincomycin","lincomycin","lincosamide antibacterial","infectious disease","gram-positive bacterial infections","protein synthesis inhibitor by binding 50S ribosomal subunit","OJMMVQQUTAEWLP-KIDUDLJLSA-N"
"CCMSLIB00012725479","related spectra of 'lincomycin (Delta Mass:31.99)'","CCMSLIB00010138460|CCMSLIB00010138461|CCMSLIB00010138462|CCMSLIB00010138463|CCMSLIB00010138464|CCMSLIB00010138465|CCMSLIB00010138466|CCMSLIB00010138467",3119,"Drug_suspect","lincomycin","lincomycin","lincosamide antibacterial","infectious disease","gram-positive bacterial infections","protein synthesis inhibitor by binding 50S ribosomal subunit","OJMMVQQUTAEWLP-KIDUDLJLSA-N"
"CCMSLIB00012725480","related spectra of 'loperamide (Delta Mass:-28.031)'","CCMSLIB00010138129|CCMSLIB00010138130|CCMSLIB00010138131|CCMSLIB00010138132|CCMSLIB00010138133|CCMSLIB00010138134|CCMSLIB00010138135|CCMSLIB00010138136",3120,"Drug_suspect","loperamide","loperamide","opioid agonist","gastroenterology","diarrhea","opioid receptor agonist","RDOIQAHITMMDAJ-UHFFFAOYSA-N"
"CCMSLIB00012725481","related spectra of 'loperamide (Delta Mass:-14.016)'","CCMSLIB00010138129|CCMSLIB00010138130|CCMSLIB00010138131|CCMSLIB00010138132|CCMSLIB00010138133|CCMSLIB00010138134|CCMSLIB00010138135|CCMSLIB00010138136",3121,"Drug_suspect","loperamide","loperamide","opioid agonist","gastroenterology","diarrhea","opioid receptor agonist","RDOIQAHITMMDAJ-UHFFFAOYSA-N"
"CCMSLIB00012725482","related spectra of 'losartan (Delta Mass:-18.011)'","CCMSLIB00010129972|CCMSLIB00010129973|CCMSLIB00010129974|CCMSLIB00010129975|CCMSLIB00010129976|CCMSLIB00010129985|CCMSLIB00010129986|CCMSLIB00010129987|CCMSLIB00010129988|CCMSLIB00010129989|CCMSLIB00010139536|CCMSLIB00010139537|CCMSLIB00010139538|CCMSLIB00010139539|CCMSLIB00010139540",3122,"Drug_suspect","losartan","losartan","angiotensin II receptor blocker","cardiology|nephrology","hypertension|diabetic nephropathy","angiotensin receptor antagonist","PSIFNNKUMBGKDQ-UHFFFAOYSA-N"
"CCMSLIB00012725483","related spectra of 'losartan (Delta Mass:12.036)'","CCMSLIB00010129972|CCMSLIB00010129973|CCMSLIB00010129974|CCMSLIB00010129975|CCMSLIB00010129976|CCMSLIB00010129985|CCMSLIB00010129986|CCMSLIB00010129987|CCMSLIB00010129988|CCMSLIB00010129989|CCMSLIB00010139536|CCMSLIB00010139537|CCMSLIB00010139538|CCMSLIB00010139539|CCMSLIB00010139540",3123,"Drug_suspect","losartan","losartan","angiotensin II receptor blocker","cardiology|nephrology","hypertension|diabetic nephropathy","angiotensin receptor antagonist","PSIFNNKUMBGKDQ-UHFFFAOYSA-N"
"CCMSLIB00012725484","related spectra of 'losartan (Delta Mass:15.995)'","CCMSLIB00010129972|CCMSLIB00010129973|CCMSLIB00010129974|CCMSLIB00010129975|CCMSLIB00010129976|CCMSLIB00010129985|CCMSLIB00010129986|CCMSLIB00010129987|CCMSLIB00010129988|CCMSLIB00010129989|CCMSLIB00010139536|CCMSLIB00010139537|CCMSLIB00010139538|CCMSLIB00010139539|CCMSLIB00010139540",3124,"Drug_suspect","losartan","losartan","angiotensin II receptor blocker","cardiology|nephrology","hypertension|diabetic nephropathy","angiotensin receptor antagonist","PSIFNNKUMBGKDQ-UHFFFAOYSA-N"
"CCMSLIB00012725485","related spectra of 'losartan (Delta Mass:176.032)'","CCMSLIB00010129972|CCMSLIB00010129973|CCMSLIB00010129974|CCMSLIB00010129975|CCMSLIB00010129976|CCMSLIB00010129985|CCMSLIB00010129986|CCMSLIB00010129987|CCMSLIB00010129988|CCMSLIB00010129989|CCMSLIB00010139536|CCMSLIB00010139537|CCMSLIB00010139538|CCMSLIB00010139539|CCMSLIB00010139540",3125,"Drug_suspect","losartan","losartan","angiotensin II receptor blocker","cardiology|nephrology","hypertension|diabetic nephropathy","angiotensin receptor antagonist","PSIFNNKUMBGKDQ-UHFFFAOYSA-N"
"CCMSLIB00012725486","related spectra of 'meloxicam (Delta Mass:15.995)'","CCMSLIB00010143110|CCMSLIB00010143111|CCMSLIB00010143112|CCMSLIB00010143113|CCMSLIB00010143114|CCMSLIB00010143115|CCMSLIB00010143116|CCMSLIB00010143117",3126,"Drug_suspect","meloxicam","meloxicam","nonsteroidal anti-inflammatory drug","rheumatology|neurology/psychiatry","osteoarthritis|rheumatoid arthritis","cyclooxygenase inhibitor","ZRVUJXDFFKFLMG-UHFFFAOYSA-N"
"CCMSLIB00012725487","related spectra of 'meloxicam (Delta Mass:29.974)'","CCMSLIB00010143110|CCMSLIB00010143111|CCMSLIB00010143112|CCMSLIB00010143113|CCMSLIB00010143114|CCMSLIB00010143115|CCMSLIB00010143116|CCMSLIB00010143117",3127,"Drug_suspect","meloxicam","meloxicam","nonsteroidal anti-inflammatory drug","rheumatology|neurology/psychiatry","osteoarthritis|rheumatoid arthritis","cyclooxygenase inhibitor","ZRVUJXDFFKFLMG-UHFFFAOYSA-N"
"CCMSLIB00012725488","related spectra of 'methylprednisolone (Delta Mass:-2.016)'","CCMSLIB00010152452|CCMSLIB00010152453|CCMSLIB00010152454|CCMSLIB00010152455|CCMSLIB00010152456|CCMSLIB00010152457|CCMSLIB00010152458",3128,"Drug_suspect","methylprednisolone","methylprednisolone","corticosteroid","dermatology|pulmonary|endocrinology|oncology|rheumatology|gastroenterology|allergy|hematologic malignancy|ophthalmology|neurology/psychiatry","serious conditions where primarily anti-inflammatory and immunosuppressive effects are intended","glucocorticoid receptor agonist","VHRSUDSXCMQTMA-PJHHCJLFSA-N"
