FeatureID,SpectrumID,row m/z,row retention time,Compound_Name,name_compound,name_parent_compound,cleanup_name_drug_only,Group,chemical_source,pharmacologic_class,therapeutic_area,therapeutic_indication,Final_class
19386,CCMSLIB00013632168,774.34571,5.01135,related spectra of 'cobicistat  (Delta Mass:-2.02)',related spectra of 'cobicistat  (Delta Mass:-2.02)',cobicistat ,cobicistat,both,Drug_analog,CYP3A inhibitor,metabolism,atazanavir treatment|darunavir treatment,HIV medication
17079,CCMSLIB00013634810,808.3515835,4.359685,related spectra of 'cobicistat  (Delta Mass:31.99)',related spectra of 'cobicistat  (Delta Mass:31.99)',cobicistat ,cobicistat,both,Drug_analog,CYP3A inhibitor,metabolism,atazanavir treatment|darunavir treatment,HIV medication
20602,CCMSLIB00005734048,548.2418163,5.243981,"Massbank:EQ301602 Darunavir|N-[(1S,2R)-1-benzyl-2-hydroxy-3-[isobutyl(sulfanilyl)amino]propyl]carbamic acid [(3aS,4R,6aR)-2,3,3a,4,5,6a-hexahydrofuro[2,3-b]furan-4-yl] ester",darunavir,darunavir,darunavir,both,Medical,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
17497,CCMSLIB00013622183,568.2682953,4.426024,related spectra of 'darunavir (Delta Mass:20.03)',related spectra of 'darunavir (Delta Mass:20.03)',darunavir,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
20600,CCMSLIB00013632172,565.2684253,5.243896,"""related spectra of 'darunavir (Delta Mass:17.03)', 'darunavir  (Delta Mass:17.03)'""",related spectra of 'darunavir (Delta Mass:17.03)'|'darunavir  (Delta Mass:17.03)',darunavir ,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
17794,CCMSLIB00012724541,564.2371528,4.73542,related spectra of 'Darunavir (Delta Mass:15.995)',related spectra of 'darunavir (delta mass:15.995)',darunavir,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
20568,CCMSLIB00013632153,550.2434335,5.250437,"""related spectra of 'darunavir (Delta Mass:2.00)', 'darunavir  (Delta Mass:2.00)'""",related spectra of 'darunavir (Delta Mass:2.00)'|'darunavir  (Delta Mass:2.00)',darunavir ,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
19637,CCMSLIB00013635954,564.2371708,5.0601115,"""related spectra of 'darunavir (Delta Mass:15.99)', 'darunavir  (Delta Mass:15.99)'""",related spectra of 'darunavir (Delta Mass:15.99)'|'darunavir  (Delta Mass:15.99)',darunavir ,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
21337,CCMSLIB00013632152,551.2436693,5.26058,"""related spectra of 'darunavir (Delta Mass:3.00)', 'darunavir  (Delta Mass:3.00)'""",related spectra of 'darunavir (Delta Mass:3.00)'|'darunavir  (Delta Mass:3.00)',darunavir ,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
20540,CCMSLIB00012724539,504.2522697,5.2384663,related spectra of 'Darunavir (Delta Mass:-43.99)',related spectra of 'darunavir (delta mass:-43.99)',darunavir,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
15602,CCMSLIB00012724543,710.295055,4.3598905,related spectra of 'Darunavir (Delta Mass:162.053)',related spectra of 'darunavir (delta mass:162.053)',darunavir,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
21901,CCMSLIB00013632095,591.2842823,5.246252,"""related spectra of 'darunavir (Delta Mass:43.04)', 'darunavir  (Delta Mass:43.04)'""",related spectra of 'darunavir (Delta Mass:43.04)'|'darunavir  (Delta Mass:43.04)',darunavir ,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
19906,CCMSLIB00013632118,606.246964,5.126909,"""related spectra of 'darunavir (Delta Mass:58.01)', 'darunavir  (Delta Mass:58.01)'""",related spectra of 'darunavir (Delta Mass:58.01)'|'darunavir  (Delta Mass:58.01)',darunavir ,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
17862,CCMSLIB00012724540,546.22638,4.7667036,related spectra of 'Darunavir (Delta Mass:-2.016)',related spectra of 'darunavir (delta mass:-2.016)',darunavir,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
14386,CCMSLIB00012724541,564.2370161,4.158417,related spectra of 'Darunavir (Delta Mass:15.995)',related spectra of 'darunavir (delta mass:15.995)',darunavir,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
19902,CCMSLIB00013632150,546.2264433,5.125256,"""related spectra of 'darunavir (Delta Mass:-2.02)', 'darunavir  (Delta Mass:-2.02)'""",related spectra of 'darunavir (Delta Mass:-2.02)'|'darunavir  (Delta Mass:-2.02)',darunavir ,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
20229,CCMSLIB00013632091,590.2522106,5.1638074,"""related spectra of 'darunavir (Delta Mass:42.01)', 'darunavir  (Delta Mass:42.01)'""",related spectra of 'darunavir (Delta Mass:42.01)'|'darunavir  (Delta Mass:42.01)',darunavir ,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
22328,CCMSLIB00013632126,562.2615098,5.5966134,"""related spectra of 'darunavir (Delta Mass:14.02)', 'darunavir  (Delta Mass:14.02)'""",related spectra of 'darunavir (Delta Mass:14.02)'|'darunavir  (Delta Mass:14.02)',darunavir ,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
17679,CCMSLIB00013632153,550.2419758,4.7513576,"""related spectra of 'darunavir (Delta Mass:2.00)', 'darunavir  (Delta Mass:2.00)'""",related spectra of 'darunavir (Delta Mass:2.00)'|'darunavir  (Delta Mass:2.00)',darunavir ,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
19820,CCMSLIB00013632121,576.2387443,5.0904574,"""related spectra of 'darunavir (Delta Mass:27.99)', 'darunavir  (Delta Mass:27.99)'""",related spectra of 'darunavir (Delta Mass:27.99)'|'darunavir  (Delta Mass:27.99)',darunavir ,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
21907,CCMSLIB00013622169,546.2266465,5.5144396,related spectra of 'darunavir (Delta Mass:-2.02)',related spectra of 'darunavir (Delta Mass:-2.02)',darunavir,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
13792,CCMSLIB00013636031,726.2895605,4.181356,"""related spectra of 'darunavir (Delta Mass:178.05)', 'darunavir  (Delta Mass:178.05)'""",related spectra of 'darunavir (Delta Mass:178.05)'|'darunavir  (Delta Mass:178.05)',darunavir ,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
15833,CCMSLIB00013630583,724.2736812,4.451199,"""related spectra of 'darunavir (Delta Mass:176.03)', 'darunavir  (Delta Mass:176.03)'""",related spectra of 'darunavir (Delta Mass:176.03)'|'darunavir  (Delta Mass:176.03)',darunavir ,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
20231,CCMSLIB00013636041,566.2489276,5.1463876,"""related spectra of 'darunavir (Delta Mass:18.01)', 'darunavir  (Delta Mass:18.01)'""",related spectra of 'darunavir (Delta Mass:18.01)'|'darunavir  (Delta Mass:18.01)',darunavir ,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
38238,CCMSLIB00013634606,565.2701735,9.389075,"""related spectra of 'darunavir (Delta Mass:17.03)', 'darunavir  (Delta Mass:17.03)'""",related spectra of 'darunavir (Delta Mass:17.03)'|'darunavir  (Delta Mass:17.03)',darunavir ,darunavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
19391,CCMSLIB00010130438,426.0572309,5.0112114,Doravirine,doravirine ,doravirine ,doravirine,drug_only,Medical,HIV non-nucleoside reverse transcriptase inhibitor (HIV NNRTI),infectious disease,human immunodeficiency virus-1 (HIV-1),HIV medication
22467,CCMSLIB00012724577,332.0295164,5.5880275,related spectra of 'EFAVIRENZ (Delta Mass:15.995)',related spectra of 'efavirenz (delta mass:15.995)',efavirenz,efavirenz,analog_only,Drug_analog,HIV non-nucleoside reverse transcriptase inhibitor (HIV NNRTI),infectious disease,human immunodeficiency virus (HIV-1),HIV medication
25995,CCMSLIB00013621978,462.1477264,6.3019533,related spectra of 'elvitegravir (Delta Mass:14.02)',related spectra of 'elvitegravir (Delta Mass:14.02)',elvitegravir,elvitegravir,both,Drug_analog,HIV integrase strand transfer inhibitor (HIV INSTI),infectious disease,human immunodeficiency virus (HIV-1),HIV medication
23394,CCMSLIB00013632105,462.1113077,5.795249,related spectra of 'elvitegravir (Delta Mass:13.98)',related spectra of 'elvitegravir (Delta Mass:13.98)',elvitegravir,elvitegravir,both,Drug_analog,HIV integrase strand transfer inhibitor (HIV INSTI),infectious disease,human immunodeficiency virus (HIV-1),HIV medication
24774,CCMSLIB00010150005,448.1317676,6.0822353,Elvitegravir,elvitegravir ,elvitegravir ,elvitegravir,both,Medical,HIV integrase strand transfer inhibitor (HIV INSTI),infectious disease,human immunodeficiency virus (HIV-1),HIV medication
13148,CCMSLIB00000004793,1027.660215,3.9586961,Maraviroc,maraviroc,maraviroc,maraviroc,both,Medical,CCR5 co-receptor antagonist,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
13165,CCMSLIB00000078380,257.6718283,3.940784,Maraviroc,maraviroc,maraviroc,maraviroc,both,Medical,CCR5 co-receptor antagonist,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
13269,CCMSLIB00000078381,514.3337864,3.9690099,Maraviroc,maraviroc,maraviroc,maraviroc,both,Medical,CCR5 co-receptor antagonist,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
10183,CCMSLIB00012724680,530.3293003,3.4874113,related spectra of 'Maraviroc (Delta Mass:15.995)',related spectra of 'maraviroc (delta mass:15.995)',maraviroc,maraviroc,both,Drug_analog,CCR5 co-receptor antagonist,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
13464,CCMSLIB00012724681,536.3184082,3.992955,related spectra of 'Maraviroc (Delta Mass:21.984)',related spectra of 'maraviroc (delta mass:21.984)',maraviroc,maraviroc,both,Drug_analog,CCR5 co-receptor antagonist,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
14342,CCMSLIB00013636007,542.3625667,4.2621574,"""related spectra of 'maraviroc (Delta Mass:28.03)', 'maraviroc  (Delta Mass:28.03)'""",related spectra of 'maraviroc (Delta Mass:28.03)'|'maraviroc  (Delta Mass:28.03)',maraviroc,maraviroc,both,Drug_analog,CCR5 co-receptor antagonist,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
23663,CCMSLIB00000079260,361.164033,5.85197,RITONAVIR,ritonavir,ritonavir,ritonavir,both,Medical,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
23651,CCMSLIB00005774145,743.3010324,5.842552,"Massbank:AU219234 Ritonavir|1,3-thiazol-5-ylmethyl N-[(2S,3S,5S)-3-hydroxy-5-[[(2S)-3-methyl-2-[[methyl-[(2-propan-2-yl-1,3-thiazol-4-yl)methyl]carbamoyl]amino]butanoyl]amino]-1,6-diphenylhexan-2-yl]carbamate",ritonavir,ritonavir,ritonavir,both,Medical,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
21691,CCMSLIB00005775952,721.3143315,5.6271005,"Massbank:AU219204 Ritonavir|1,3-thiazol-5-ylmethyl N-[(2S,3S,5S)-3-hydroxy-5-[[(2S)-3-methyl-2-[[methyl-[(2-propan-2-yl-1,3-thiazol-4-yl)methyl]carbamoyl]amino]butanoyl]amino]-1,6-diphenylhexan-2-yl]carbamate",ritonavir,ritonavir,ritonavir,both,Medical,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
20191,CCMSLIB00012724790,737.3148522,5.193304,"""related spectra of 'Massbank:AU219204 Ritonavir|1,3-thiazol-5-ylmethyl N-[(2S,3S,5S)-3-hydroxy-5-[[(2S)-3-methyl-2-[[methyl-[(2-propan-2-yl-1,3-thiazol-4-yl)methyl]carbamoyl]amino]butanoyl]amino]-1,6-diphenylhexan-2-yl]carbamate (Delta Mass:15.995)'""","related spectra of 'massbank:au219204 ritonavir|1,3-thiazol-5-ylmethyl n-[(2s,3s,5s)-3-hydroxy-5-[[(2s)-3-methyl-2-[[methyl-[(2-propan-2-yl-1,3-thiazol-4-yl)methyl]carbamoyl]amino]butanoyl]amino]-1,6-diphenylhexan-2-yl]carbamate (delta mass:15.995)'",ritonavir,ritonavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
18287,CCMSLIB00012725167,753.3102052,4.7047024,related spectra of 'Ritonavir (Delta Mass:31.99)',related spectra of 'ritonavir (delta mass:31.99)',ritonavir,ritonavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
20194,CCMSLIB00013632157,759.2928826,5.1806026,related spectra of 'ritonavir (Delta Mass:15.99)',related spectra of 'ritonavir (Delta Mass:15.99)',ritonavir,ritonavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
18898,CCMSLIB00013632106,755.3224035,4.8466387,"""related spectra of 'ritonavir (Delta Mass:34.01)', 'ritonavir  (Delta Mass:34.01)'""",related spectra of 'ritonavir (Delta Mass:34.01)'|'ritonavir  (Delta Mass:34.01)',ritonavir|ritonavir ,ritonavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
20168,CCMSLIB00013632156,753.307011,5.142684,"""related spectra of 'ritonavir (Delta Mass:31.99)', 'ritonavir  (Delta Mass:31.99)'""",related spectra of 'ritonavir (Delta Mass:31.99)'|'ritonavir  (Delta Mass:31.99)',ritonavir|ritonavir ,ritonavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
22611,CCMSLIB00013634809,705.288489,5.616299,"""related spectra of 'ritonavir (Delta Mass:-16.03)', 'ritonavir  (Delta Mass:-16.03)'""",related spectra of 'ritonavir (Delta Mass:-16.03)'|'ritonavir  (Delta Mass:-16.03)',ritonavir|ritonavir ,ritonavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
20915,CCMSLIB00013634817,778.3405025,5.3207736,"""related spectra of 'ritonavir (Delta Mass:57.02)', 'ritonavir  (Delta Mass:57.02)'""",related spectra of 'ritonavir (Delta Mass:57.02)'|'ritonavir  (Delta Mass:57.02)',ritonavir|ritonavir ,ritonavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
23074,CCMSLIB00013635956,705.3391022,5.738514,"""related spectra of 'ritonavir (Delta Mass:-15.98)', 'ritonavir  (Delta Mass:-15.98)'""",related spectra of 'ritonavir (Delta Mass:-15.98)'|'ritonavir  (Delta Mass:-15.98)',ritonavir|ritonavir ,ritonavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
16390,CCMSLIB00010152341,367.1664037,4.475728,Rilpivirine,rilpivirine ,rilpivirine ,rilpivirine ,drug_only,Medical,HIV non-nucleoside reverse transcriptase inhibitor (HIV NNRTI),infectious disease,human immunodeficiency virus (HIV-1),HIV non-nucleoside reverse transcriptase inhibitor (HIV NNRTI)
4246,CCMSLIB00000004478,248.0498065,1.981151,Emtricitabine,emtricitabine,emtricitabine,emtricitabine,drug_only,Medical,HIV nucleoside analog reverse transcriptase inhibitor (HIV NRTI),infectious disease,human immunodeficiency virus (HIV-1),HIV nucleoside analog reverse transcriptase inhibitor (HIV NRTI)
4927,CCMSLIB00000004482,495.0923623,1.9814063,Emtricitabine [homodimer],emtricitabine,emtricitabine,emtricitabine,drug_only,Medical,HIV nucleoside analog reverse transcriptase inhibitor (HIV NRTI),infectious disease,human immunodeficiency virus (HIV-1),HIV nucleoside analog reverse transcriptase inhibitor (HIV NRTI)
2016,CCMSLIB00005763885,230.0592487,1.0623538,"Massbank:LU090303 Lamivudine|4-Amino-1-[(2S,5R)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl]pyrimidin-2(1H)-one|4-amino-1-[(2S,5R)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl]pyrimidin-2-one",lamivudine,lamivudine,lamivudine,drug_only,Medical,HIV nucleoside analog reverse transcriptase inhibitor (HIV NRTI)|HBV nucleoside analog reverse transcriptase inhibitor (HBV-NRTI),infectious disease,human immunodeficiency virus (HIV-1)|acquired immunodeficiency syndrome (AIDS)|hepatitis B,HIV nucleoside analog reverse transcriptase inhibitor (HIV NRTI)|HBV nucleoside analog reverse transcriptase inhibitor (HBV-NRTI)
1057,CCMSLIB00005736014,288.0830313,0.8042039,Massbank:EQ310503 Tenofovir|[(1R)-2-adenin-9-yl-1-methyl-ethoxy]methylphosphonic acid,tenofovir,tenofovir,tenofovir,drug_only,Medical,HIV nucleoside analog reverse transcriptase inhibitor (HIV NRTI)|HBV nucleoside analog reverse transcriptase inhibitor (HBV-NRTI),infectious disease,human immunodeficiency virus (HIV-1)|hepatitis B,HIV nucleoside analog reverse transcriptase inhibitor (HIV NRTI)|HBV nucleoside analog reverse transcriptase inhibitor (HBV-NRTI)
26279,CCMSLIB00004693614,427.2456074,6.321799,Lovastatin,lovastatin,lovastatin,lovastatin,both,Medical,HMG-CoA reductase inhibitor (statin),endocrinology|cardiology|neurology/psychiatry,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,HMG-CoA reductase inhibitor (statin)
22056,CCMSLIB00004693620,405.2639398,5.6710877,Lovastatin,lovastatin,lovastatin,lovastatin,both,Medical,HMG-CoA reductase inhibitor (statin),endocrinology|cardiology|neurology/psychiatry,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,HMG-CoA reductase inhibitor (statin)
26817,CCMSLIB00004693620,405.2645859,6.4343495,Lovastatin,lovastatin,lovastatin,lovastatin,both,Medical,HMG-CoA reductase inhibitor (statin),endocrinology|cardiology|neurology/psychiatry,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,HMG-CoA reductase inhibitor (statin)
25603,CCMSLIB00005435664,422.2936929,6.171138,Lovastatin,lovastatin,lovastatin,lovastatin,both,Medical,HMG-CoA reductase inhibitor (statin),endocrinology|cardiology|neurology/psychiatry,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,HMG-CoA reductase inhibitor (statin)
28275,CCMSLIB00013626223,387.2526184,6.8290486,related spectra of 'lovastatin (Delta Mass:-18.01)',related spectra of 'lovastatin (Delta Mass:-18.01)',lovastatin,lovastatin,both,Drug_analog,HMG-CoA reductase inhibitor (statin),endocrinology|cardiology|neurology/psychiatry,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,HMG-CoA reductase inhibitor (statin)
26705,CCMSLIB00005435660,437.2879221,6.7806273,Simvastatin or Lovastatin related molecule observed in standard,simvastatin or lovastatin related molecule observed in standard,simvastatin,simvastatin|lovastatin,drug_only,Drug metabolite,HMG-CoA reductase inhibitor (statin),endocrinology|cardiology|neurology/psychiatry,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,HMG-CoA reductase inhibitor (statin)
11843,CCMSLIB00000078928,308.1700943,3.6407866,ZOLPIDEM TARTRATE,zolpidem,zolpidem,zolpidem,both,Medical,gamma-aminobutyric acid (GABA)-ergic agonist,neurology/psychiatry,insomnia,insomnia medication
13311,CCMSLIB00000078928,308.1849508,3.8588004,ZOLPIDEM TARTRATE,zolpidem,zolpidem,zolpidem,both,Medical,gamma-aminobutyric acid (GABA)-ergic agonist,neurology/psychiatry,insomnia,insomnia medication
12353,CCMSLIB00012724674,324.1670983,3.8923116,related spectra of 'MLS001401453-01!ZOLPIDEM TARTRATE (Delta Mass:15.995)',related spectra of 'mls001401453-01!zolpidem tartrate (delta mass:15.995)',zolpidem,zolpidem,both,Drug_analog,gamma-aminobutyric acid (GABA)-ergic agonist,neurology/psychiatry,insomnia,insomnia medication
9404,CCMSLIB00012724675,338.1554437,3.329225,related spectra of 'MLS001401453-01!ZOLPIDEM TARTRATE (Delta Mass:29.974)',related spectra of 'mls001401453-01!zolpidem tartrate (delta mass:29.974)',zolpidem,zolpidem,both,Drug_analog,gamma-aminobutyric acid (GABA)-ergic agonist,neurology/psychiatry,insomnia,insomnia medication
7643,CCMSLIB00005776004,407.2243097,2.7683716,"Massbank:AU118003 Lincomycin|(2S,4R)-N-[(1R,2R)-2-hydroxy-1-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide",lincomycin,lincomycin,lincomycin,drug_only,Medical,lincosamide antibacterial,infectious disease,gram-positive bacterial infections,lincosamide antibacterial
18290,CCMSLIB00013632108,483.1240507,4.6517615,"""related spectra of 'silymarin (Delta Mass:-17.03)', 'silibinin (Delta Mass:-17.03)'""",related spectra of 'silymarin (Delta Mass:-17.03)'|'silibinin (Delta Mass:-17.03)',silymarin|silibinin,silymarin,analog_only,Drug_analog,liver therapy,gastroenterology,hepatic cirrhosis,liver therapy
13169,CCMSLIB00005775936,349.1291317,3.9300714,Massbank:AU236502 Torasemide|Torsemide|1-[4-(3-methylanilino)pyridin-3-yl]sulfonyl-3-propan-2-ylurea,torasemide,torasemide,torasemide,drug_only,Medical,loop diuretic,cardiology|nephrology,edema|hypertension|congestive heart failure|renal failure,loop diuretic
19604,CCMSLIB00013624623,744.4530899,5.073125,"""related spectra of 'clarithromycin (Delta Mass:-4.03)', 'clarithromycin  (Delta Mass:-4.03)', 'erythromycin  (Delta Mass:27.99)'""",related spectra of 'clarithromycin (Delta Mass:-4.03)'|'clarithromycin  (Delta Mass:-4.03)'|'erythromycin  (Delta Mass:27.99)',clarithromycin|erythromycin ,clarithromycin|erythromycin,analog_only,Drug_analog,macrolide antimicrobial,infectious disease,pharyngitis|tonsillitis|sinusitis|bronchitis|pneumonia|skin infections|otitis|listeria|respiratory tract infections|syphilis|amebiasis|pelvic inflammatory disease|chlamydia|diphtheria|erythrasma,macrolide antimicrobial
23107,CCMSLIB00013634991,712.46359,5.7734165,"""related spectra of 'clarithromycin (Delta Mass:-36.02)', 'clarithromycin  (Delta Mass:-36.02)', 'erythromycin  (Delta Mass:-3.99)'""",related spectra of 'clarithromycin (Delta Mass:-36.02)'|'clarithromycin  (Delta Mass:-36.02)'|'erythromycin  (Delta Mass:-3.99)',clarithromycin|erythromycin ,clarithromycin|erythromycin,analog_only,Drug_analog,macrolide antimicrobial,infectious disease,pharyngitis|tonsillitis|sinusitis|bronchitis|pneumonia|skin infections|otitis|listeria|respiratory tract infections|syphilis|amebiasis|pelvic inflammatory disease|chlamydia|diphtheria|erythrasma,macrolide antimicrobial
15992,CCMSLIB00013634991,712.4568861,4.4563594,"""related spectra of 'clarithromycin (Delta Mass:-36.02)', 'clarithromycin  (Delta Mass:-36.02)', 'erythromycin  (Delta Mass:-3.99)'""",related spectra of 'clarithromycin (Delta Mass:-36.02)'|'clarithromycin  (Delta Mass:-36.02)'|'erythromycin  (Delta Mass:-3.99)',clarithromycin|erythromycin ,clarithromycin|erythromycin,analog_only,Drug_analog,macrolide antimicrobial,infectious disease,pharyngitis|tonsillitis|sinusitis|bronchitis|pneumonia|skin infections|otitis|listeria|respiratory tract infections|syphilis|amebiasis|pelvic inflammatory disease|chlamydia|diphtheria|erythrasma,macrolide antimicrobial
11464,CCMSLIB00013632136,708.4459065,3.745556,"""related spectra of 'clarithromycin (Delta Mass:-40.03)', 'roxithromycin (Delta Mass:-129.08)', 'erythromycin (Delta Mass:-26.02)', 'oleandomycin (Delta Mass:20.03)', 'clarithromycin  (Delta Mass:-40.03)', 'roxithromycin  (Delta Mass:-129.08)', 'erythromycin  (Delta Mass:-26.02)'""",related spectra of 'clarithromycin (Delta Mass:-40.03)'|'roxithromycin (Delta Mass:-129.08)'|'erythromycin (Delta Mass:-26.02)'|'oleandomycin (Delta Mass:20.03)'|'clarithromycin  (Delta Mass:-40.03)'|'roxithromycin  (Delta Mass:-129.08)'|'erythromycin  (Delta Mass:-26.02)',clarithromycin|roxithromycin|erythromycin|oleandomycin,clarithromycin|erythromycin,analog_only,Drug_analog,macrolide antimicrobial,infectious disease|no_match,pharyngitis|tonsillitis|sinusitis|bronchitis|pneumonia|skin infections|otitis|respiratory tract infections|urinary tract infections|listeria|syphilis|amebiasis|pelvic inflammatory disease|chlamydia|diphtheria|erythrasma|no_match,macrolide antimicrobial
19366,CCMSLIB00012725241,777.5117388,4.9886274,related spectra of 'Spectral Match to Erythromycin from NIST14 (Delta Mass:61.053)',related spectra of 'spectral match to erythromycin from nist14 (delta mass:61.053)',erythromycin,clarithromycin|erythromycin,analog_only,Drug_analog,macrolide antimicrobial,infectious disease,listeria|respiratory tract infections|skin infections|syphilis|amebiasis|pelvic inflammatory disease|chlamydia|diphtheria|erythrasma,macrolide antimicrobial
4744,CCMSLIB00006678502,111.0439462,2.095814,HYDROQUINONE,hydroquinone,hydroquinone,hydroquinone,drug_only,Medical,melanin synthesis inhibitor,dermatology,dyschromia,melanin synthesis inhibitor
11135,CCMSLIB00005772126,237.1078582,3.6142087,Massbank:AU112002 Carbamazepine|benzo[b][1]benzazepine-11-carboxamide,carbamazepine,carbamazepine,carbamazepine,drug_only,Medical,mood stabilizer,neurology/psychiatry,seizures|trigeminal neuralgia,mood stabilizer
16247,CCMSLIB00010151701,276.174787,4.5194197,cyclobenzaprine,cyclobenzaprine ,cyclobenzaprine ,cyclobenzaprine,both,Medical,muscle relaxant,neurology/psychiatry,muscle spasms,muscle relaxant
11453,CCMSLIB00012725212,294.1877251,3.5833893,related spectra of 'Spectral Match to Cyclobenzaprine from NIST14 (Delta Mass:18.01)',related spectra of 'spectral match to cyclobenzaprine from nist14 (delta mass:18.01)',cyclobenzaprine,cyclobenzaprine,both,Drug_analog,muscle relaxant,neurology/psychiatry,muscle spasms,muscle relaxant
14425,CCMSLIB00012725421,452.204295,4.2387753,related spectra of 'cyclobenzaprine (Delta Mass:176.032)',related spectra of 'cyclobenzaprine (delta mass:176.032)',cyclobenzaprine,cyclobenzaprine,both,Drug_analog,muscle relaxant,neurology/psychiatry,muscle spasms,muscle relaxant
7652,CCMSLIB00013624219,258.0974486,2.7475479,related spectra of 'methocarbamol (Delta Mass:15.99)',related spectra of 'methocarbamol (Delta Mass:15.99)',methocarbamol,methocarbamol,analog_only,Drug_analog,muscle relaxant,neurology/psychiatry,acute musculoskeletal pain,muscle relaxant
22191,CCMSLIB00013632120,412.2148723,5.5558987,related spectra of 'sacubitril (Delta Mass:28.03)',related spectra of 'sacubitril (Delta Mass:28.03)',sacubitril,sacubitril ,analog_only,Drug_analog,neprilysin inhibitor,cardiology,congestive heart failure,neprilysin inhibitor
